site_code,Date,DT_round,SampleType,time_mst,chla_volume_ml,do_mgl,cond_ms_cm,temp_c,visit_comments
lincoln,2023-11-07,2023-11-07T15:45:00Z,NORM,08:43,1000,9.15,315.2,6.7,Filtered in RMRS
timberline,2023-11-07,2023-11-07T16:15:00Z,NORM,09:08,1000,8.58,757.2,8.4,Somehow did not take picture of chla filter. Filtered at rmrs
prospect,2023-11-07,2023-11-07T16:45:00Z,NORM,09:41,1000,10.4,805.1,8.7,Filtered in RMRS
boxcreek,2023-11-07,2023-11-07T17:00:00Z,NORM,10:07,1000,10.06,2065,10.3,Filtered in RMRS
boxelder,2023-11-07,2023-11-07T17:30:00Z,NORM,10:29,1000,9.22,1044,9.2,"Calibrated turbidity, upon first calibration after I accepted I got a mod bus error which seems to be common error. It is easy fix that required me to perform a factory reset. After this I was able to save the calibration without the error. Cleared some sticks caught in housing."
archery,2023-11-07,2023-11-07T19:00:00Z,NORM,11:53,1000,9.07,1164,11.1,Filtered in RMRS
PBD,2023-11-09,2023-11-09T21:30:00Z,NORM,14:26,1000,9.53,94.29,5.4,Filtered RMRS
lincoln,2023-11-09,2023-11-09T22:00:00Z,NORM,15:06,1000,9.31,312.4,7.1,Filtered RMRS
timberline,2023-11-09,2023-11-09T22:30:00Z,NORM,15:25,1000,9.73,754.2,8.7,Filtered RMRS
prospect,2023-11-09,2023-11-09T23:00:00Z,NORM,15:57,1000,10.65,798.9,8.9,Filtered RMRS
boxcreek,2023-11-09,2023-11-09T23:15:00Z,NORM,16:16,1000,8.22,1602,10.7,Filtered RMRS
archery,2023-11-09,2023-11-09T23:45:00Z,NORM,16:44,1000,9.56,1196,9.8,Filtered RMRS
PBD,2023-11-14,2023-11-14T14:15:00Z,NORM,07:09,1000,9.92,99.61,2.1,Filtered RMRS
lincoln,2023-11-14,2023-11-14T14:45:00Z,NORM,07:43,700,8.67,442.1,5.2,Water was super turbid. Filtered RMRS
timberline,2023-11-14,2023-11-14T15:00:00Z,NORM,08:05,1000,7.64,865.8,6.6,Filtered RMRS
prospect,2023-11-14,2023-11-14T15:45:00Z,NORM,08:48,1000,9.39,877.9,6,Filtered RMRS
boxcreek,2023-11-14,2023-11-14T16:15:00Z,NORM,09:10,1000,9.06,2042,8.6,Filtered RMRS
boxelder,2023-11-14,2023-11-14T16:30:00Z,NORM,09:23,1000,9.17,1020,5.2,Filtered RMRS
archery,2023-11-14,2023-11-14T16:45:00Z,NORM,09:42,1000,8.52,1183,6.8,Filtered RMRS
PBD,2023-11-16,2023-11-16T15:45:00Z,NORM,08:40,1000,9.97,99.62,2.5,"Filtered in field, cloudy. Tried to connect to sonde, not responsive. Pulled sonde for the season due to incoming cold weather"
lincoln,2023-11-16,2023-11-16T16:30:00Z,NORM,09:30,1000,9.34,392.2,5.2,"Cloudy, filtered in field"
timberline,2023-11-16,2023-11-16T17:30:00Z,NORM,10:30,1000,8.45,837.6,6.9,Post rain 15 min
prospect,2023-11-16,2023-11-16T18:00:00Z,NORM,11:00,1000,9.54,877.2,6.5,"Cloudy, post rain 30 min."
boxcreek,2023-11-16,2023-11-16T18:30:00Z,NORM,11:30,1000,9.85,1985,9.8,"Sonde was set to daily upload, changed to 3 hr. Cleaned housing (lots of benthics growing), water quite clear. Filtered in field"
boxelder,2023-11-16,2023-11-16T19:00:00Z,NORM,12:00,1000,10.66,1059,7.4,Sunny
archery,2023-11-16,2023-11-16T19:30:00Z,NORM,12:30,1000,9.91,1245,8.5,"Sun, flows lower."
SFM,2023-11-17,2023-11-17T19:15:00Z,NORM,12:15,1000,NA,NA,NA,Sampled to pull sensor
lincoln,2023-12-05,2023-12-05T21:45:00Z,NORM,14:47,1000,11.17,373.7,4.5,Water clear
timberline,2023-12-05,2023-12-05T22:30:00Z,NORM,15:29,1000,10.19,791.2,5,Water lower
prospect,2023-12-05,2023-12-05T23:15:00Z,NORM,16:16,1000,10.83,885.9,5,Water lower
boxcreek,2023-12-05,2023-12-06T00:00:00Z,NORM,16:57,1000,8.15,2099,8.7,Collected samples in the dark
archery,2023-12-05,2023-12-06T00:30:00Z,NORM,17:32,1000,9.95,1352,6.4,Sampled in the dark
lincoln,2024-03-22,2024-03-22T17:00:00Z,NORM,10:00,1000,9.61,300.4,9.1,"Site looked good, new housing seemed to be working well. No debree stuck on housing. Water was clear and stream flow looked good"
timberline,2024-03-22,2024-03-22T17:45:00Z,NORM,10:50,1000,10.55,456,10.1,"Site looked good, there was decent level of stream flow. Water fairly clear. Warmer weather out today 57 F"
timberline,2024-03-22,2024-03-22T17:45:00Z,DUPLICATE,10:50,1000,10.55,456,10.1,"Site looked good, there was decent level of stream flow. Water fairly clear. Warmer weather out today 57 F"
prospect,2024-03-22,2024-03-22T19:00:00Z,NORM,12:06,1000,11.64,498.8,11.7,Weather was warm 57F. Water was clear. Site looked good
boxcreek,2024-03-22,2024-03-22T21:00:00Z,NORM,14:00,1000,13.37,2518,12.7,Huge algal mat stuck on housing I cleared it off. Besides that everting looked good
archery,2024-03-22,2024-03-22T21:30:00Z,NORM,14:29,1000,10.27,821.1,13.2,Site looked good. Pretty warm outside 60F. Water fairly deep and had medium flow.
lincoln,2024-03-29,2024-03-29T14:45:00Z,NORM,07:45,1000,8.19,283,7.6,Sampled. Filtered onsite
timberline,2024-03-29,2024-03-29T15:15:00Z,NORM,08:20,1000,8.35,442,7.3,Starting to rain while sampling. Filtered onsite
springcreek,2024-03-29,2024-03-29T15:45:00Z,NORM,08:52,750,10.25,1015,8.6,Sampled downstream of the bridge. Filtered in field. Only 750 ml filtered
prospect,2024-03-29,2024-03-29T16:30:00Z,NORM,09:30,1000,9.9,495,7.4,Sample on upstream side of bridge. Filtered on site.
boxcreek,2024-03-29,2024-03-29T17:30:00Z,NORM,10:30,1000,NA,2317,9.6,Sampled after cleaning sonde and housing. Filtered in lab
archery,2024-03-29,2024-03-29T17:45:00Z,NORM,10:44,NA,9.08,876.6,7.9,Sample by bridge. Filtered in lab
lincoln,2024-04-05,2024-04-05T16:15:00Z,NORM,09:17,1000,8.89,268.3,11.4,Site looked good. Cloudy conditions. Filtered in RMRS
timberline,2024-04-05,2024-04-05T16:45:00Z,NORM,09:47,1000,9.98,435.7,11.5,Sited looked good. Filtered in RMRS
prospect,2024-04-05,2024-04-05T17:15:00Z,NORM,10:17,1000,11.91,468,12.2,Site looked good. Filtered in RMRS
springcreek,2024-04-05,2024-04-05T17:30:00Z,NORM,10:36,750,9.9,965.1,14.3,"Site looked good. Water has lots suspended solids, I was only able to filter 750 ml. I filtered at RMRS"
boxcreek,2024-04-05,2024-04-05T18:15:00Z,NORM,11:10,1000,11.11,2305,11.8,Sites had a large algal mat stuck on housing cleared it off. Filtered at RMRS
archery,2024-04-05,2024-04-05T18:30:00Z,NORM,11:32,1000,9.78,874.6,13.5,"Sam figured out that the 4th parameter on the log doesn’t read, we troubleshooted the specific conductivity reading 0 and now actual is logging 0 specific is logging properly. Besides that I downloaded the vulink log and site looked good. Filtered at RMRS"
lincoln,2024-04-09,2024-04-09T18:15:00Z,NORM,11:15,1000,10.1,224.7,9.2,"Sampled, filtered on site"
lincoln,2024-04-09,2024-04-09T18:15:00Z,DUPLICATE,11:15,1000,10.1,224.7,9.2,"Sampled, filtered on site"
timberline,2024-04-09,2024-04-09T18:45:00Z,NORM,11:45,1000,10.14,339,10.4,Filtered on site
springcreek,2024-04-09,2024-04-09T20:00:00Z,NORM,13:01,1000,10.78,981,12.7,Filtered in field
prospect,2024-04-09,2024-04-09T20:15:00Z,NORM,13:15,1000,11.89,368,12.3,Filtered in lab. Sampled upstream of bridge
boxcreek,2024-04-09,2024-04-09T21:30:00Z,NORM,14:30,1000,10.5,2252,13.2,Rem removed algae from sensor housing. Sampled. Filtered in lab.
archery,2024-04-09,2024-04-09T21:45:00Z,NORM,14:45,1000,10.3,648,13.2,Very turbid. Filtered in field
lincoln,2024-04-16,2024-04-16T16:45:00Z,NORM,09:45,1000,NA,NA,NA,Flows a bit higher. Water a bit more turbid. Sonde still in low flow housing. Handheld probe did not turn on
PBD,2024-04-16,2024-04-16T18:30:00Z,NORM,11:30,1000,NA,NA,NA,First sample of season. Flows at ~200 Cfs and water turbid with suspended sediment. Handheld probe did not turn on
archery,2024-04-16,2024-04-16T20:00:00Z,NORM,13:00,1000,NA,NA,NA,"Faster flowing water, turbid bit more floating debris. Filtered in lab. Handheld probe did not turn on"
PBD,2024-04-19,2024-04-19T16:30:00Z,NORM,09:35,1000,9.6,98.83,4.1,"Site conditions snowing, cold temperatures. Overall site looked good, water level seemed higher and turbid"
lincoln,2024-04-19,2024-04-19T17:30:00Z,NORM,10:36,1000,9.42,181.1,5.8,"filtered in lab site looked good, conducted a blank sample"
lincoln,2024-04-19,2024-04-19T17:30:00Z,BLANK,10:36,1000,9.42,181.1,5.8,"filtered in lab site looked good, conducted a blank sample"
springcreek,2024-04-19,2024-04-19T18:00:00Z,NORM,11:03,750,8.37,832.8,7.9,"Site looked good, cold weather today slight snow fall. Water level seemed to be higher than last time"
boxcreek,2024-04-19,2024-04-19T18:30:00Z,NORM,11:32,1000,10.1,2271,7.2,"Site looked good, besides large algal mat stuck on housing. I cleared it off. Water level seemed to be slightly higher l"
archery,2024-04-19,2024-04-19T18:45:00Z,NORM,11:49,1000,9.54,545.1,6.9,Sites looked good
SFM,2024-04-25,2024-04-25T17:15:00Z,NORM,10:15,1000,8.32,59.64,5.6,Sampled after deploying sonde. Filtered in lab.
PBD,2024-04-26,2024-04-26T17:00:00Z,NORM,09:53,500,8.2,73.54,9.5,Water was very turbid and high. Filtered at rmrs
lincoln,2024-04-26,2024-04-26T17:30:00Z,NORM,10:30,750,7.9,103.7,10.9,Pulled low flow housing and put sonde in high flow housing. Water level was high and turbid. Filtered in rmrs
springcreek,2024-04-26,2024-04-26T19:45:00Z,NORM,12:49,500,9.67,903.5,16.7,"Water was higher, slightly turbid. I swapped locks on housing. Filtered at rmrs"
springcreek,2024-04-26,2024-04-26T19:45:00Z,DUPLICATE,12:49,500,9.67,903.5,16.7,"Water was higher, slightly turbid. I swapped locks on housing. Filtered at rmrs"
boxcreek,2024-04-26,2024-04-26T20:30:00Z,NORM,13:31,1000,11.13,2200,14.4,Water was high and very clear low turbidity. Removed large algal mat stuck on housing. Filtered in rmrs
archery,2024-04-26,2024-04-26T20:45:00Z,NORM,13:49,750,7.68,227.9,12.1,Water was high and turbid. I changed sd card for camera and replaced batteries. Filtered at rmrs
LBEA,2024-04-30,2024-04-30T17:15:00Z,NORM,10:16,950,8.46,67.63,4.7,Sampled with swing sampler. Turbid water. Filtered in lab
PENN,2024-04-30,2024-04-30T20:15:00Z,NORM,13:15,1000,NA,NA,NA,Installed sensor near tree. Sampled after install. Filtered in lab
SFM,2024-04-30,2024-04-30T21:00:00Z,NORM,14:00,1000,7.67,64.56,8.9,Water higher than last week. Slightly more turbid. Filtered in lab
PBD,2024-04-30,2024-04-30T22:15:00Z,NORM,15:15,1000,7.88,106,11.7,"Sampled with swing sampler, filtered at lab"
JWC,2024-05-02,2024-05-02T16:15:00Z,NORM,09:15,1000,9.2,183.2,1.8,"No living algae, highish cond. somewhat turbid water. Filtered in lab"
PFAL,2024-05-02,2024-05-02T16:30:00Z,NORM,09:35,1000,9.34,64.18,2.4,Deployed sonde and sampled. Filtered in lab
PJW,2024-05-02,2024-05-02T16:30:00Z,NORM,09:24,1000,9.27,51.35,0.5,Some ice. Filtered in lab
PBR,2024-05-02,2024-05-02T17:30:00Z,NORM,10:30,1000,9.09,75.18,5.1,Turbid. No FC sonde deployed
LBEA,2024-05-02,2024-05-02T18:15:00Z,NORM,11:15,1000,8.34,72.39,4.3,"Downloaded logs, data looked good. Depth a bit higher than Tuesday. Turb about the sample. Juan sampled. Filtered in lab"
SFM,2024-05-02,2024-05-02T18:30:00Z,NORM,11:30,1000,8.37,68.67,4.5,"Turbid, flows still about the same. Filtered in lab"
PENN,2024-05-02,2024-05-02T19:30:00Z,NORM,12:25,1000,8.53,41.09,2.8,Chla filtered in lab. Downloaded logs from site and no notable issues with sonde. All values remained similar pre and post cleaning.
PSF,2024-05-02,2024-05-02T20:45:00Z,NORM,13:38,1000,8.46,74.5,6.4,Filtered in lab
PNF,2024-05-02,2024-05-02T21:15:00Z,NORM,14:17,1000,8.49,82.09,8.2,Filtered in lab
PBD,2024-05-03,2024-05-03T17:15:00Z,NORM,10:12,1000,8.76,117.3,8.5,"Filtered at rmrs, water a lot clearer than last visit on 042624. I forgot to take a picture of chla filter"
lincoln,2024-05-03,2024-05-03T18:00:00Z,NORM,10:54,1000,8.5,142.5,9.8,Filtered at rmrs water level still high similar to last visit on 042624
springcreek,2024-05-03,2024-05-03T18:45:00Z,NORM,11:39,750,9.2,889.6,15.7,Filtered at rmrs
boxcreek,2024-05-03,2024-05-03T19:15:00Z,NORM,12:13,750,9.85,2493,13.6,"Filtered at rmrs. Water level high, similar to last visit 042624. Removed algal mat from housing"
archery,2024-05-03,2024-05-03T19:30:00Z,NORM,12:34,1000,8.35,310.3,11.1,Filtered at rmrs water level still high
PENN,2024-05-07,2024-05-07T15:45:00Z,NORM,08:50,1000,8.98,86.14,1,Sampled and calibrated sonde (Turb a bit low ) a bit of ice forming but nothing concerning. filtered in lab
SFM,2024-05-07,2024-05-07T16:45:00Z,NORM,09:50,1000,8.62,133.7,3.1,"Filtered sample in lab. Disconnected the wiring to telemetry to redo the wiring entering the radio box and also replacing the cap on the sonde housing. now the radio cable comes in from the top rather than the side. Downloaded logs, cleaned sonde and restarted logs. Data telemetry working correctly when back in service."
LBEA,2024-05-07,2024-05-07T17:45:00Z,NORM,10:50,1000,8.44,69.38,4.1,Filtered in lab
PFAL,2024-05-07,2024-05-07T19:00:00Z,NORM,12:05,1000,9.14,55.81,1.6,filtered at lab and calibrated sonde everything except orp
PBD,2024-05-07,2024-05-07T21:00:00Z,NORM,13:55,950,8.31,105.6,9.4,Filtered in lab
lincoln,2024-05-08,2024-05-08T13:15:00Z,NORM,06:15,1000,9.04,140,6.2,Clearer water. Filtered in lab
springcreek,2024-05-08,2024-05-08T13:45:00Z,NORM,06:51,1000,9,900,10.2,Filtered in lab
boxcreek,2024-05-08,2024-05-08T14:30:00Z,NORM,07:30,1000,8.22,2402,8,Removed algal mat. Filtered in lab
boxcreek,2024-05-08,2024-05-08T14:30:00Z,BLANK,07:30,1000,8.22,2402,8,Removed algal mat. Filtered in lab
archery,2024-05-08,2024-05-08T15:15:00Z,NORM,08:15,1000,8.5,322,7.6,Sampled with swing sampler. Filtered in lab
PENN,2024-05-15,2024-05-15T15:45:00Z,NORM,08:41,1000,8.74,37.03,2.9,"Downloaded log, readings looked good. Did not need a deep clean. Restarted logs and disconnected, log readings looked good. Sampled downstream, flows slightly higher. Filtered in lab"
SFM,2024-05-15,2024-05-15T17:00:00Z,NORM,09:54,925,8.31,50.08,5,"Did not check on sensor, just water sample. Turbid water, cloudy outside. Filtered in lab"
LBEA,2024-05-15,2024-05-15T17:15:00Z,NORM,10:19,1000,8.37,58.88,4.8,"Sensor had debris, cleaned with water and microfiber - turbidity and fDom were out of range from initial. Turbidity returned to 16 once cleaned. Woody debris removed from housing. . Water samples collected, log downloaded and new one initiated. Filtered in lab"
CBRI,2024-05-15,2024-05-15T19:00:00Z,NORM,12:05,1000,8.32,69.89,2.8,"Deployed 700 series. One telemetry module was giving updating issues, replaced with new telemetry device. Functions well. Cloudy conditions with clear water"
PFAL,2024-05-15,2024-05-15T20:00:00Z,NORM,13:03,1000,8.55,11.41,4,Downloaded logs. Data looked good. Flows much higher. Restarted logs. Sampled upstream and filtered in lab
PBR,2024-05-15,2024-05-15T20:45:00Z,NORM,13:45,1000,8.42,50.8,6.4,Quite turbid. Higher flows. FC sonde deployed. Filtered in the lab
PBD,2024-05-15,2024-05-15T21:45:00Z,NORM,14:40,750,8.23,66.56,9.8,"Normal water sampling at PBD. Cloudy, high turbidity, filtered in the lab"
lincoln,2024-05-16,2024-05-16T17:45:00Z,NORM,10:43,750,8.23,95.67,12.3,River lower than expected. Still quite turbid. Filtered in lab
springcreek,2024-05-16,2024-05-16T18:15:00Z,NORM,11:16,750,9.01,749.6,19,Sunny and warm. More benthic algae. Filtered in lab.
boxcreek,2024-05-16,2024-05-16T18:45:00Z,NORM,11:46,1000,10.49,1804,17.1,Removed algal mat 1246. Lower flows. Filtered in the lab
archery,2024-05-16,2024-05-16T20:00:00Z,NORM,13:06,1000,7.8,955.8,16.8,Collected water samples. Probe conductivity was significantly higher than sensor conductivity on multiple measurements. Will filter in lab
COMI,2024-05-17,2024-05-17T15:30:00Z,NORM,08:23,1000,8.58,30.89,2,"Snow on banks, flow quite high but still quite clear water.  Filtered in lab"
COMR,2024-05-17,2024-05-17T16:00:00Z,NORM,09:00,750,8.09,35.05,6.5,"Sampled water on left bank, expected results. High winds, medium turbidity. Will filter in lab"
HORI,2024-05-17,2024-05-17T16:30:00Z,NORM,09:27,750,8.39,35.49,2.2,Lots of snow on banks. Filtered in lab
COMO,2024-05-17,2024-05-17T16:45:00Z,NORM,09:41,1000,7.5,37.34,6.8,Low flows. Fair amount of algae and slightly turbid water. Filtered in lab
HORR,2024-05-17,2024-05-17T17:15:00Z,NORM,10:11,650,8.52,32.5,8.9,"Windy, sunny. Reservoir quite low. Filtered in lab to 650mL. (Took 1 hour to filter 650)"
BEAV,2024-05-17,2024-05-17T18:00:00Z,NORM,10:55,1000,7.74,45.89,8.2,Dupe taken. Low turbidity and clear skies. Will filter in lab
BEAV,2024-05-17,2024-05-17T18:00:00Z,DUPLICATE,10:55,1000,7.74,45.89,8.2,Dupe taken. Low turbidity and clear skies. Will filter in lab
PENN,2024-05-17,2024-05-17T18:30:00Z,NORM,11:37,1000,7.95,34.53,6.7,Removed woody debris from the housing.  Filtered in lab
LBEA,2024-05-17,2024-05-17T19:15:00Z,NORM,12:20,1000,7.4,54.62,9.9,Water samples. Low turbidity and clear skies. Will filter in lab
SFM,2024-05-17,2024-05-17T19:15:00Z,NORM,12:09,1000,7.47,49.98,10.2,Some benthic algae growing on rocks near housing. Depth lower than before. Filtered in lab
CBRI,2024-05-20,2024-05-20T15:30:00Z,NORM,08:30,1000,8.6,59.99,1.9,"VuLink was not recognizing sensor. Telemetry stropped recording sensor data at 1515 on 051924. Replaced rechargeable batteries at 1000 on 052024, working correctly as of now. Low turbidity, clear skies. Will filter in lab"
PFAL,2024-05-20,2024-05-20T16:45:00Z,NORM,09:38,1000,8.95,40.04,3.7,Logs downloaded from VuLink and Sonde. Fast and high flows today. Lower turbidity and clear skies. Will filter in lab
PBR,2024-05-20,2024-05-20T17:30:00Z,NORM,10:30,NA,8.22,43.64,6.2,Water samples. Low turbidity and clear skies. Faster moving water today. Will filter in lab
LBEA,2024-05-20,2024-05-20T18:00:00Z,NORM,11:02,1000,7.62,50.42,8.6,"Sampled water and cleaned sensor. Turbidity had a very high reading upon arrival. Battery was swapped but Turbidity had a fourth parameter issue. Resolved issue by swapping turbidity and conductivity. Cond is now reading zero, and turbidity is now reading realistic data after cleaning housing. Low turbidity and clear weather. Will filter in lab."
SFM,2024-05-20,2024-05-20T18:45:00Z,NORM,11:43,1000,7.61,43.21,9,"Low turbidity, clear skies. May be a spike in data around 1250 due to cap removal. Will filter in lab"
PENN,2024-05-20,2024-05-20T19:30:00Z,NORM,12:23,1000,7.82,32.61,6.7,"Sensor was pulled and cleaned. The batteries have been replaced, however, actual conductivity is now reading zero. It was not reading zero before battery change. Flows are a little bit higher today. Low turbidity, clear skies. Will filter in lab."
PBD,2024-05-20,2024-05-20T21:15:00Z,NORM,14:10,750,8.15,56.78,10.1,"Cleaned sensor and updated vulink. Quite a bit of sediment on bottom of sensor upon removal, cleaned and values looked better. pH had stopped logging on old log. Test uploaded just fine. Batteries should be swapped during next visit (35%). Filtered in lab. Large snake at housing"
lincoln,2024-05-21,2024-05-21T14:45:00Z,NORM,07:45,500,8.2,65.41,10.1,"Much more turbid, small rain last night. Filtered in lab."
springcreek,2024-05-21,2024-05-21T15:15:00Z,NORM,08:13,750,6.77,305.4,12.9,"Flows much higher, small rainstorm last night. Filtered in lab"
boxcreek,2024-05-21,2024-05-21T16:00:00Z,NORM,09:02,1000,8.91,1838,12.5,Slightly more turbid water. Much more vegetation at site. Removed 2 in pipe. Filtered in lab
archery,2024-05-21,2024-05-21T16:45:00Z,NORM,09:38,750,7.93,121.6,10.9,Flows really high. Water quite turbid with lots of suspended material. Filtered in lab
PBD,2024-05-23,2024-05-23T14:00:00Z,NORM,07:00,1000,8.73,66.95,7.3,Water samples taken at 0800. Clear skies and warm. Low water turbidity. Will filter in lab
PMAN,2024-05-23,2024-05-23T14:30:00Z,NORM,07:26,1000,8.87,51.36,6.1,"Water sampling at 0820, first time sample at PMAN. Picked a location ~5 meters above the concrete stairs leading to the stream from the lot. Clear weather and warm skies, low turbidity. Will filter in lab."
PBR,2024-05-23,2024-05-23T15:00:00Z,NORM,08:06,1000,8.75,90.75,4.5,Clearer water. Sunny in AM. Filtered in lab.
PFAL,2024-05-23,2024-05-23T15:45:00Z,NORM,08:38,1000,8.95,59.51,3,"Samples taken. High flow, low turbidity. Clear skies and warm water. The vuLink will be logged in a separate entry. Will filter in lab"
JOEI,2024-05-23,2024-05-23T16:45:00Z,NORM,09:43,1000,8.45,70.47,0.5,"Clear sky's windy, and warm. Very low turbidity. Sensor has been deployed at JOEI and will be recorded in second entry. Samples taken at 1043. Will filter in lab"
CBRI,2024-05-23,2024-05-23T17:15:00Z,NORM,10:14,1000,8.2,73.81,3.1,Clear skys and warm. Low turbidity. Sensor pulled and cleaned.  Will filter samples in lab.
BMD,2024-05-23,2024-05-23T17:30:00Z,NORM,10:30,1000,7.52,66.21,6.1,Clear skys and warm. Sampled from second pool behind concrete bar. Will filter in lab
BRNR,2024-05-23,2024-05-23T17:45:00Z,NORM,10:48,1000,7.59,63.7,7,"Clear skies, warm, medium wind. Low turbidity. Will filter in lab"
CBRR,2024-05-23,2024-05-23T18:15:00Z,NORM,11:08,1000,7.92,57.71,4.3,Very windy and cloudy. Water not frozen anymore and reservoir is quite lowFiltered in lab.
CHD,2024-05-23,2024-05-23T18:45:00Z,NORM,11:42,1000,8.08,57.29,3.8,"Cloudy day, higher flows, not much visible benthic algae"
PENN,2024-05-28,2024-05-28T15:15:00Z,NORM,08:12,1000,8.68,29.74,2.5,"Water samples taken, vu link updated (5-28), chlor-a filtered on site. Warm morning, clear skies, low turbidity. Actual cond fixed itself when starting new log. Turb 12 at deployment, may just be mixing when deploying. No other issues."
